model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2,2019,28995,0,8446,0,145,52.3,2
8,2018,23450,0,18487,0,145,60.1,2
2,2019,35995,0,5500,1,145,39.8,2
3,2019,38995,0,5500,1,145,41.5,3
2,2020,36995,0,3500,0,145,45.6,3
10,2020,37495,0,4500,0,145,54.3,2
1,2018,23999,2,14258,1,150,32.5,3
3,2019,27950,2,8028,0,150,53.3,3
4,2020,32495,2,931,2,145,49.6,2
8,2020,30495,2,3530,0,145,40.9,2
2,2020,36999,2,5500,0,145,45.6,3
0,2017,16444,2,20848,1,145,48.7,2
10,2019,56950,2,6597,1,145,24.8,3
13,2018,38995,2,18212,0,145,40.9,3
0,2015,11750,1,10889,0,0,78.5,1.5
13,2015,25000,2,26100,0,205,45.6,3
2,2018,20995,2,19252,0,145,64.2,2
8,2017,20495,2,16665,0,125,57.6,2
4,2019,29995,2,9848,1,150,48.7,2
4,2019,29999,2,6737,1,150,48.7,2
2,2019,27888,2,10430,0,150,52.3,2
3,2016,15500,2,59461,0,30,65.7,2
12,2020,63995,0,5000,2,135,188.3,3
11,2020,44495,0,5000,0,145,40.9,3
2,2017,19995,2,20766,2,0,134.5,2
3,2018,21250,0,14238,0,145,65.7,2
1,2019,26995,0,2630,0,145,49.6,2
9,2019,35999,0,6026,1,145,34,2
4,2019,31444,0,2404,0,145,65.7,2
4,2019,34999,0,7195,0,145,60.1,2
2,2019,26995,2,10624,1,150,42.2,2
4,2019,25995,2,7554,1,150,50.4,2
2,2019,26995,2,12399,0,150,52.3,2
2,2019,26995,2,8021,0,150,52.3,2
2,2019,27888,2,10622,0,150,52.3,2
2,2019,24500,2,10125,1,150,47.9,2
2,2019,24995,2,7585,1,150,47.9,2
2,2020,32995,0,4000,0,145,50.4,2
0,2020,26995,0,1500,0,145,51.4,2
10,2020,37999,0,2789,0,145,54.3,2
8,2020,32995,0,1593,0,145,50.4,2
4,2019,26990,0,7824,1,145,50.4,2
12,2019,44995,0,6495,0,145,36.7,3
0,2019,16500,1,5500,0,145,72.4,1.5
2,2019,28888,0,9267,0,145,52.3,2
14,2019,62995,0,11055,0,145,33.6,3
1,2019,21950,1,5500,1,145,42.2,1.5
3,2019,29999,0,1500,1,145,45.6,2
0,2019,20999,2,7351,0,145,68.9,2
1,2015,14950,1,46555,0,125,60.1,2
2,2019,23450,2,13713,1,150,48.7,2
2,2020,33995,0,10,0,145,50.4,2
2,2020,42995,0,7500,1,145,33.6,3
0,2020,34999,0,197,0,145,48.7,2
20,2020,35995,0,2500,1,145,38.7,2
7,2020,74995,2,4500,0,145,26.7,3
6,2020,53995,2,3500,0,145,42.2,3
10,2013,15000,2,54150,0,165,50.4,2
22,2017,21444,0,22063,2,0,470.8,0
0,2018,23750,2,11941,1,145,39.8,3
0,2018,14999,1,12955,0,145,51.4,1.5
0,2017,15850,1,39806,0,145,62.8,2
1,2019,19495,0,8500,0,145,54.3,1.5
2,2016,17297,0,59300,0,200,49.6,3
11,2019,34500,2,15411,0,150,40.9,3
12,2018,33990,0,29150,0,150,47.1,3
8,2016,17360,2,25710,0,30,65.7,2
3,2019,28999,0,8182,0,145,52.3,3
8,2017,21995,1,15900,0,145,60.1,2
4,2020,42995,0,7500,2,135,156.9,2
0,2017,21140,2,27150,1,145,39.8,3
0,2017,16270,2,46440,1,145,47.9,2
8,2016,15270,1,55000,0,125,58.9,2
0,2016,19950,2,23210,1,200,39.8,3
8,2017,18990,2,32420,0,145,55.4,2
2,2013,12330,2,10050,1,160,47.1,2
11,2015,19660,2,52020,0,145,54.3,2
0,2016,15090,2,30480,1,125,54.3,1.5
4,2016,17160,2,15830,0,30,62.8,2
3,2017,16507,0,26800,0,30,65.7,2
2,2014,12890,2,52106,0,30,62.8,2
3,2013,12220,2,73023,0,125,57.6,3
2,2017,15290,2,61610,1,150,48.7,2
3,2016,18430,2,22220,0,30,65.7,2
2,2015,11990,1,78053,1,165,44.8,2
2,2018,18495,2,26231,0,145,64.2,2
8,2016,17567,1,23557,0,125,58.9,2
1,2015,16950,0,33300,1,260,37.2,3
0,2016,14652,1,9461,0,20,70.6,1.5
2,2019,39950,2,1341,0,150,43.5,3
0,2013,11450,1,66621,1,205,42.8,2
4,2020,35995,0,2500,2,145,62.8,2
3,2020,32583,0,2500,1,145,48.7,2
15,2020,46995,0,4500,1,145,29.1,3
0,2020,32495,0,10,0,145,48.7,2
9,2020,34999,0,1217,0,145,58.9,2
11,2020,40995,0,10,0,145,42.8,2
9,2020,37995,0,2500,1,145,34,2
2,2014,12990,2,67617,0,125,57.6,3
2,2017,17540,0,35630,0,145,62.8,2
0,2017,14600,2,37566,0,150,67.3,2
1,2017,13591,1,15001,0,145,74.3,1.5
8,2016,15991,1,39917,0,125,58.9,2
8,2016,17900,2,18713,0,150,55.4,2
3,2016,19950,0,20600,0,125,60.1,2
3,2019,27450,2,6124,1,150,45.6,2
12,2019,51950,2,13,0,150,37.7,3
3,2017,20450,2,26680,1,150,45.6,2
2,2018,16950,2,27641,0,150,65.7,2
2,2019,25450,2,9368,0,150,52.3,2
2,2017,19450,2,31508,0,150,62.8,2
1,2019,23450,2,8371,1,150,48.7,1.5
12,2019,47950,2,6960,0,150,37.7,3
6,2019,42950,2,19870,1,150,33.6,3
0,2020,27495,2,1500,0,145,51.4,2
2,2020,39995,2,5302,0,145,45.6,3
2,2020,33495,2,4500,0,145,48.7,2
8,2017,18950,2,40519,0,125,57.6,2
1,2018,19950,2,27312,0,145,57.6,2
2,2015,17450,2,55109,0,160,51.4,3
0,2015,13950,1,36916,1,150,50.4,1.6
0,2018,18450,2,14324,0,150,49.6,2
4,2020,31995,2,6000,2,145,60.1,2
2,2020,34995,2,10,0,145,49.6,2
9,2020,32495,2,1255,0,145,58.9,2
4,2020,34995,2,10,2,145,49.6,2
0,2020,31495,2,1250,0,145,48.7,2
2,2020,33995,2,4500,0,145,50.4,2
2,2020,36495,2,789,0,145,49.6,2
1,2020,22950,1,14,1,145,52.3,1.5
0,2019,22950,1,2181,0,145,72.4,1.5
1,2020,25450,2,6,0,145,49.6,2
3,2020,35450,2,10,0,145,47.9,3
4,2020,29950,2,9,2,145,49.6,2
2,2019,25450,2,11208,0,145,52.3,2
4,2019,30450,2,10191,2,135,156.9,2
10,2019,34450,2,5015,0,145,54.3,2
9,2019,31950,2,6801,0,145,58.9,2
1,2019,20450,2,7404,1,145,53.3,1.5
2,2016,14950,2,51741,0,30,62.8,2
0,2018,13450,1,33113,0,150,68.9,2
2,2019,31450,2,4618,0,150,52.3,2
11,2019,42450,2,10910,0,150,42.8,2
3,2019,25950,2,11259,0,150,60.1,2
10,2015,20950,2,28416,0,150,54.3,2
2,2018,21450,2,16244,1,150,48.7,2
4,2019,38450,0,14522,0,145,62.8,2
3,2019,30999,2,8701,1,145,41.5,3
10,2019,39999,2,3769,1,145,34.5,3
12,2019,52999,2,6297,1,145,27.2,3
2,2019,22950,2,6414,0,145,62.8,2
1,2019,23450,2,3564,1,145,50.4,2
8,2016,16950,2,35900,0,125,60.1,2
17,2017,33450,2,25777,1,145,34,3
3,2017,19950,2,18801,0,30,65.7,2
3,2017,18700,2,21950,0,145,65.7,2
2,2017,17150,2,35825,0,145,62.8,2
8,2018,16470,1,27041,0,150,68.9,2
9,2019,26499,1,2424,0,145,49.6,2
2,2019,27999,2,7035,0,145,48.7,2
1,2019,21999,2,9957,0,145,49.6,2
5,2019,31999,2,7994,1,145,42.8,2
1,2019,23999,2,6883,1,145,47.9,2
4,2019,39999,2,5877,0,145,60.1,2
10,2019,36999,0,1500,0,145,54.3,2
4,2019,38995,0,6500,2,135,156.9,2
10,2019,36999,0,7105,0,145,54.3,2
3,2019,32995,1,3500,1,145,46.3,2
1,2019,22950,2,8539,1,145,50.4,1.5
2,2014,12450,1,56523,0,125,57.6,2
10,2016,22950,2,9214,0,150,54.3,2
4,2018,28950,2,15878,0,150,53.3,3
1,2015,15950,1,25652,1,125,53.3,1.5
3,2019,26950,2,3849,0,145,60.1,2
9,2019,26450,1,3172,0,145,55.4,2
3,2019,26950,2,4842,0,145,60.1,2
8,2020,26950,1,18,1,145,49.6,1.5
3,2019,26950,2,8812,0,145,60.1,2
20,2019,27450,2,7363,1,145,38.2,2
4,2019,31950,2,10776,0,145,60.1,3
3,2019,33495,0,99,1,145,48.7,2
10,2019,36995,0,3500,0,145,54.3,2
10,2019,34950,0,5325,0,145,54.3,2
10,2019,36950,0,2500,0,145,54.3,2
10,2019,35999,0,7000,0,145,54.3,2
3,2019,34995,0,3999,1,145,41.5,3
20,2015,16450,2,22583,1,200,41.5,2
1,2019,20950,1,4434,0,145,64.2,2
0,2018,19950,2,9271,1,145,47.9,2
0,2016,12950,1,52647,0,30,65.7,2
11,2016,21950,2,50944,0,205,47.9,3
4,2017,20950,2,37034,0,150,65.7,2
4,2020,29450,2,10,1,145,36.2,2
2,2020,22950,1,11,0,145,58.9,2
1,2020,23450,2,8,0,145,67.3,2
2,2020,29950,2,20,1,145,41.5,2
1,2020,23950,2,11,1,145,50.4,1.5
10,2019,33450,2,2839,0,145,54.3,2
4,2019,30450,2,4885,0,145,60.1,2
3,2019,26450,2,3989,1,145,45.6,2
12,2019,52950,2,3309,1,145,27.2,3
0,2019,22950,2,4811,0,145,60.1,2
3,2020,26950,2,10,0,145,65.7,2
2,2016,17450,2,16413,0,30,62.8,2
2,2019,31450,2,3000,1,145,42.2,2
0,2018,22950,2,14537,0,150,60.1,2
1,2019,24950,2,4534,0,145,46.3,2
12,2017,31950,0,27932,0,145,47.1,3
0,2019,18950,2,7990,0,145,68.9,1.5
14,2019,73950,2,9121,0,145,31.4,3
1,2019,20450,2,3344,0,145,49.6,2
3,2019,26450,2,3376,0,145,60.1,2
2,2019,23950,2,5445,0,145,62.8,2
13,2015,36950,2,22032,1,570,25.4,4.4
2,2019,25950,2,2344,0,145,62.8,2
1,2019,21950,2,9275,1,145,40.9,1.5
1,2019,18450,1,7293,0,145,54.3,2
0,2019,21950,1,101,0,145,70.6,1.5
0,2019,18950,1,6675,0,145,70.6,1.5
11,2019,46450,2,9374,0,145,37.2,3
0,2019,22871,1,3000,1,145,41.5,1.5
10,2019,31450,2,9053,0,145,54.3,2
9,2019,26950,2,11386,0,145,58.9,2
1,2020,34950,2,1107,0,145,62.8,2
1,2020,32450,2,1118,0,145,51.4,2
5,2020,44950,2,1237,0,145,44.1,2
1,2019,22950,1,9688,0,145,65.7,2
1,2019,21950,2,7423,0,145,65.7,2
1,2019,24950,2,13,0,145,62.8,2
1,2019,25450,2,13,0,145,62.8,2
10,2019,34950,2,14,0,145,54.3,2
3,2019,30950,2,6212,1,145,44.8,2
1,2019,20950,2,6418,1,145,47.9,2
0,2019,18450,2,8644,0,145,47.9,1.5
1,2019,21950,1,10,0,145,64.2,2
9,2019,25450,2,9467,0,145,50.4,2
2,2019,28450,2,13998,1,145,42.2,2
2,2019,28450,2,14850,0,145,48.7,2
0,2019,19950,1,10,1,145,53.3,1.5
2,2019,33450,2,5004,0,145,49.6,2
20,2019,32450,2,9955,1,145,38.7,2
9,2019,27450,2,14368,0,145,58.9,2
2,2019,33134,2,5,0,145,52.3,2
0,2018,20450,2,14602,0,145,60.1,2
17,2016,99950,0,771,1,300,33.2,3
11,2017,23000,2,18441,0,145,54.3,2
4,2019,33495,2,4913,0,145,51.4,3
12,2019,45000,2,9450,0,145,37.7,3
0,2015,16950,2,38178,1,240,37.7,3
2,2019,25950,2,3655,0,150,52.3,2
1,2016,12000,1,37847,1,125,53.3,1.5
2,2019,29500,2,5000,0,145,48.7,2
11,2017,25000,2,18150,0,200,47.9,3
4,2017,24995,2,50195,1,150,39.2,3
1,2017,14000,2,19826,1,150,55.4,1.5
1,2016,14495,2,39326,1,125,51.4,1.5
4,2015,14789,2,44684,0,125,60.1,2
2,2015,17990,0,27369,0,160,51.4,3
1,2018,19950,2,10206,1,145,50.4,1.5
2,2016,16950,2,28059,0,30,62.8,2
1,2017,17950,2,10816,1,145,51.4,1.5
1,2019,30450,2,20,0,145,62.8,2
10,2019,35450,2,8891,0,145,54.3,2
3,2019,37450,2,10,0,145,60.1,2
9,2020,36950,2,10,0,145,50.4,2
4,2019,31450,2,500,0,145,62.8,2
8,2019,23450,1,10,1,145,51.4,1.5
0,2019,23450,1,10,0,145,70.6,1.5
2,2018,21450,2,5184,0,145,64.2,2
1,2020,29950,2,10,0,145,48.7,2
0,2020,26495,2,10,1,145,42.8,1.5
2,2020,39950,2,10,0,145,48.7,2
9,2019,25450,2,5652,0,145,47.9,2
1,2020,26000,2,1501,1,145,42.2,1.5
0,2019,23000,1,2361,1,145,41.5,1.5
2,2019,31000,2,2974,0,145,49.6,2
3,2019,27000,2,100,0,145,65.7,2
2,2019,31000,2,100,0,145,52.3,2
1,2019,21000,1,50,1,145,52.3,1.5
0,2019,25000,2,1705,0,145,51.4,2
0,2019,15950,1,8004,1,150,53.3,1.5
2,2019,30950,2,3724,0,145,52.3,2
12,2019,50950,2,4322,0,150,37.7,3
1,2019,21950,2,7211,1,150,47.9,2
0,2019,25950,2,6581,0,145,67.3,2
2,2019,29450,2,5392,0,145,52.3,2
9,2020,31000,2,1121,1,145,34,2
20,2020,31000,2,1595,1,145,38.7,2
0,2019,18000,1,6097,1,145,53.3,1.5
2,2019,27000,2,4814,0,145,52.3,2
2,2020,34000,2,1595,0,145,50.4,2
13,2020,55995,2,3291,0,145,33.2,3
1,2016,14995,1,13250,0,20,68.9,2
0,2013,8995,1,56361,0,30,62.8,2
10,2015,17495,2,38013,0,150,54.3,2
0,2019,33000,2,2250,1,150,34.5,2
10,2017,19000,2,33316,0,150,54.3,2
10,2018,29500,2,28885,0,150,48.7,3
16,2015,31000,2,16517,1,305,34,3
1,2016,15995,2,24735,0,30,62.8,2
2,2020,32000,2,1798,0,145,52.3,2
2,2018,22995,2,8259,1,145,48.7,2
2,2014,11650,2,89096,0,145,55.4,2
0,2016,10540,1,69981,1,125,53.3,1.5
0,2017,11030,1,35321,0,145,83.1,1.5
2,2014,12360,2,68469,0,125,57.6,2
0,2017,13700,0,20574,0,145,70.6,2
10,2017,19391,2,58044,0,145,54.3,2
6,2017,38950,2,7500,1,150,35.3,4.4
17,2019,46950,2,4500,1,150,32.5,3
0,2019,18000,1,4696,1,145,53.3,1.5
2,2020,29999,2,9,0,145,50.4,2
5,2020,33999,2,11,1,145,42.8,2
2,2020,25999,1,4,0,145,54.3,2
3,2020,39225,2,10,1,145,48.7,2
3,2020,48155,2,10,1,145,44.8,2
11,2019,45000,2,7815,1,145,26.9,3
1,2016,17450,2,31473,0,145,55.4,2
10,2020,36000,2,3116,0,145,54.3,2
1,2020,28000,2,1501,0,145,65.7,2
0,2020,27000,2,1501,0,145,51.4,2
15,2020,46000,2,1501,1,145,29.1,3
8,2019,29500,2,6000,0,145,60.1,2
8,2019,23000,1,1701,1,145,51.4,1.5
8,2017,19995,2,20570,0,145,55.4,2
2,2019,28000,1,6899,0,145,54.3,2
2,2019,29000,2,8555,1,145,40.9,2
8,2019,25000,2,8650,0,145,60.1,2
12,2019,49000,2,6170,0,145,37.7,3
8,2014,11000,2,50924,0,160,52.3,2
14,2020,72000,2,3116,0,145,31.4,3
2,2018,19995,2,21657,0,145,62.8,2
4,2019,41070,0,10,0,145,65.7,2
1,2019,33440,0,10,0,145,64.2,2
3,2019,34995,0,10,1,145,45.6,2
3,2019,34995,0,10,1,145,45.6,2
4,2019,29888,0,14139,0,145,55.4,2
10,2019,42795,2,999,0,145,48.7,3
12,2019,51995,2,11,0,145,37.7,3
2,2020,27999,2,6,1,145,42.2,2
13,2020,58999,2,3,1,145,26.4,3
1,2016,13995,2,42569,0,20,68.9,1.5
4,2018,29995,2,39000,0,150,51.4,3
13,2019,55000,2,2455,0,145,34.9,3
3,2020,48155,2,10,1,145,44.8,2
0,2017,14000,1,32380,0,30,65.7,2
8,2019,23000,1,1571,1,145,51.4,1.5
0,2017,14500,1,13681,0,145,65.7,2
1,2015,13000,2,47555,0,30,65.7,2
4,2016,13995,2,45850,0,20,68.9,2
1,2017,15450,1,20663,1,30,55.4,1.5
1,2020,28950,2,10,1,145,40.9,1.5
2,2020,39950,2,10,0,145,48.7,2
10,2019,41450,2,5425,0,145,36.7,3
0,2019,23500,2,3000,1,145,40.4,1.5
10,2019,35564,2,642,0,145,54.3,2
2,2018,25450,2,16735,0,145,51.4,3
8,2014,10950,2,52900,0,160,52.3,2
20,2019,31488,0,3644,1,145,38.7,2
0,2019,16888,0,11747,0,145,72.4,1.5
4,2019,39995,0,10,2,135,156.9,2
3,2019,33995,0,10,0,145,60.1,2
3,2019,32995,0,10,1,145,48.7,2
3,2019,39995,0,10,0,145,60.1,2
1,2019,22995,1,10,1,145,42.8,1.5
1,2019,26972,1,10,1,145,52.3,1.5
12,2019,46490,2,13015,0,145,37.7,3
2,2019,27495,1,1841,0,145,54.3,2
3,2019,34995,0,10,1,145,48.7,2
3,2019,39995,0,10,0,145,50.4,3
0,2019,16888,0,8503,0,145,72.4,1.5
8,2017,16995,1,19980,0,20,68.9,2
0,2016,18995,2,24075,1,235,37.7,3
0,2017,13995,2,42430,0,145,70.6,2
10,2019,36990,2,5527,0,145,48.7,3
2,2014,13995,2,67319,0,30,62.8,2
10,2019,36990,2,5104,0,145,54.3,2
9,2019,27990,2,8592,0,145,58.9,2
2,2019,39995,0,999,1,145,34.9,3
8,2020,21999,1,18,1,145,51.4,1.5
0,2019,23295,2,4694,0,150,57.7,1.5
12,2016,28995,0,46085,0,200,47.1,3
7,2020,62995,2,11,1,145,31.7,3
2,2013,12995,1,37333,0,150,55.4,2
22,2017,18995,0,33021,2,0,470.8,0
0,2016,13995,2,41397,0,30,65.7,2
15,2020,42999,2,15,1,150,29.1,3
2,2017,20995,2,20400,2,140,134.5,2
3,2018,20995,2,14972,1,150,45.6,2
3,2019,25488,0,5627,1,145,45.6,2
17,2019,47995,0,999,1,145,34,3
2,2019,34995,0,5873,0,145,50.4,2
3,2019,29995,0,999,0,145,53.3,3
15,2019,46995,0,999,1,145,29.1,3
0,2019,27888,0,999,0,145,51.4,2
3,2019,30450,0,10638,1,145,39.2,3
12,2019,44888,0,12082,0,145,37.7,3
2,2019,33995,2,7974,2,135,8.8,2
2,2016,19495,2,29125,0,150,56.5,3
2,2019,31995,0,999,1,145,42.2,2
10,2017,18995,2,60000,0,150,54.3,2
0,2017,19995,1,26574,1,150,46.3,2
2,2015,16995,2,67000,0,200,49.6,3
0,2017,23000,2,13783,1,150,39.8,3
3,2019,34590,0,999,1,145,45.6,2
0,2019,19888,1,999,0,145,72.4,1.5
2,2016,18888,0,17749,0,145,56.5,3
0,2017,15995,1,15992,0,30,65.7,2
4,2020,40995,2,2712,2,145,55.4,2
1,2019,22995,1,999,1,145,42.2,1.5
8,2019,27995,0,999,1,145,35.3,2
2,2019,30888,1,999,0,145,54.3,2
4,2019,30995,0,999,0,145,65.7,2
2,2019,33888,0,999,0,145,50.4,2
3,2019,39891,0,5806,0,145,51.4,3
0,2019,26991,1,3250,1,145,41.5,1.5
13,2019,58990,2,3371,0,145,34.9,3
4,2019,31780,2,13384,0,145,60.1,3
2,2019,30761,2,3465,0,150,52.3,2
20,2014,3076,1,31074,1,205,41.5,2
1,2019,19350,0,10500,0,145,51.4,2
10,2018,29222,2,9406,0,145,54.3,2
2,2019,29754,2,8853,0,145,52.3,2
12,2019,47990,2,7275,0,145,37.7,3
0,2017,21712,0,25500,1,145,39.8,3
1,2019,23113,2,8039,1,145,47.9,2
0,2017,13831,1,20112,1,150,53.3,1.5
0,2017,20081,2,32000,1,200,39.8,3
0,2017,14995,1,16366,0,150,65.7,2
2,2019,21995,2,18000,0,145,62.8,2
2,2020,34995,2,11,0,145,49.6,2
2,2020,38555,2,11,1,145,34.9,3
10,2019,35495,2,6156,0,145,48.7,3
2,2020,41555,2,9,1,145,33.6,3
12,2019,46982,2,9820,0,145,37.7,3
1,2020,36771,2,485,1,145,36.2,2
3,2014,14941,2,49460,1,165,44.1,2
2,2014,12331,2,41000,0,30,62.8,2
8,2019,25680,0,1768,0,145,65.7,2
20,2019,31600,0,2200,1,145,37.2,2
8,2017,17861,2,20932,0,30,65.7,2
1,2018,16932,2,16132,0,150,64.2,2
10,2019,34454,2,10032,0,145,54.3,2
0,2019,31791,2,6000,1,150,34.5,2
1,2018,24461,2,5190,1,150,32.5,3
9,2019,36981,2,7197,1,150,34,2
4,2019,28370,2,6251,1,145,50.4,2
2,2019,32050,0,4700,0,145,52.3,2
0,2019,30900,0,5345,1,145,34.5,2
2,2019,41490,0,4830,0,145,43.5,3
10,2019,56322,2,4620,1,145,24.8,3
17,2019,49010,0,837,1,145,34,3
12,2020,62991,2,123,0,145,37.7,3
2,2020,38991,2,132,0,145,52.3,2
8,2020,36991,2,800,0,145,60.1,2
5,2020,44991,2,123,0,145,42.2,2
2,2015,13960,0,33330,0,125,60.1,2
10,2017,19950,0,49100,0,145,54.3,2
0,2017,13720,1,9617,1,150,53.3,1.5
9,2020,39991,2,700,1,145,34,2
5,2017,32023,2,3546,0,145,48.7,3
4,2018,36162,2,9270,1,145,39.2,3
8,2019,26020,0,3197,0,145,65.7,2
3,2019,29920,2,5732,0,145,60.1,2
3,2019,27970,2,7383,1,145,48.7,2
0,2015,11295,0,27054,0,20,72.4,1.5
12,2017,40162,0,10914,0,145,42.8,3
8,2018,22512,2,14100,0,145,60.1,2
20,2020,39991,2,202,1,145,37.2,2
7,2020,69991,2,419,1,145,33.2,3
7,2020,66991,2,123,1,145,33.2,3
9,2019,23633,1,8100,0,145,53.3,2
1,2019,23872,2,1105,0,145,52.3,2
1,2019,23242,1,10,1,145,52.3,1.5
1,2019,22753,2,8020,0,145,65.7,2
1,2019,23722,2,123,0,145,49.6,2
2,2019,29822,2,1020,0,145,52.3,2
0,2019,29450,2,3743,1,145,34.5,2
0,2019,20172,2,5500,1,145,54.3,1.5
2,2013,14671,2,27604,1,200,43.5,2
18,2018,61792,0,5856,1,145,26.9,4.4
1,2017,18490,2,14440,0,145,64.2,2
10,2019,32950,2,4953,1,145,30.4,2
2,2016,15290,2,42328,0,30,62.8,2
10,2016,15495,1,60813,0,160,52.3,2
8,2016,17450,0,43475,0,125,57.6,2
8,2017,18995,2,26249,1,160,44.8,2
0,2018,15495,1,7950,1,145,37.7,1.5
3,2017,19995,2,21888,0,145,55.4,3
8,2017,19495,2,23397,0,125,57.6,2
8,2016,18995,2,17604,0,125,60.1,2
1,2016,14995,2,56010,0,125,57.6,2
2,2019,21991,2,12245,1,145,47.9,2
4,2018,25995,2,15255,2,135,156.9,2
0,2017,14650,1,12616,0,30,65.7,2
8,2017,19540,0,34240,0,125,57.6,2
1,2016,16110,2,28280,1,125,53.3,1.5
2,2016,14504,1,35210,0,30,64.2,2
2,2016,13987,1,22030,1,150,49.6,1.5
0,2016,14652,1,9461,0,20,70.6,1.5
2,2016,17640,2,28590,0,145,56.5,3
4,2017,22490,2,36549,0,30,65.7,2
22,2017,21490,0,26139,2,135,470.8,0
10,2016,19990,2,34325,0,145,54.3,2
4,2017,21790,0,27744,0,145,60.1,2
1,2019,21990,0,8351,2,135,148.7,1.5
12,2019,52990,0,10,0,145,37.7,3
1,2019,22450,0,11275,2,135,148.7,1.5
1,2019,19490,0,5809,0,145,51.4,2
0,2019,22890,2,1581,0,145,74.3,2
0,2019,21990,2,1540,0,145,78.5,1.5
9,2020,31990,2,5,1,145,39.8,2
1,2016,12950,1,36633,0,20,74.3,1.5
9,2018,25490,2,10597,0,145,58.9,2
3,2019,24888,1,8129,1,145,46.3,2
11,2020,46995,2,999,0,145,37.2,3
12,2018,34995,0,26107,2,135,85.6,2
1,2016,16990,2,27589,0,30,62.8,2
2,2019,31990,0,9850,0,145,52.3,2
2,2019,34990,0,7250,0,145,49.6,2
1,2019,25950,0,5000,0,145,48.7,2
2,2019,31995,0,7693,0,145,52.3,2
8,2016,14995,1,30000,0,20,68.9,2
8,2019,28383,1,999,0,145,68.9,2
13,2019,42888,0,10231,0,145,44.8,3
3,2019,30888,0,3309,0,145,60.1,2
0,2018,22995,2,12537,1,145,39.8,3
20,2019,43995,0,4401,1,145,33.2,3
4,2014,14790,2,40715,0,30,62.8,2
2,2017,15790,1,35238,0,30,64.2,2
8,2017,19490,0,19090,0,145,65.7,2
1,2017,21890,2,25223,1,200,39.8,3
6,2017,33990,2,28998,1,300,35.3,4.4
2,2019,29890,0,5211,0,145,52.3,2
2,2019,31990,0,5,1,145,42.2,2
1,2020,28995,2,5,0,145,67.3,2
4,2017,22490,2,26002,0,145,68.9,2
1,2020,28490,2,5,1,145,50.4,2
0,2020,32990,2,6870,0,145,48.7,2
8,2020,28990,2,1981,1,145,46.3,1.5
3,2019,31990,0,7800,1,145,44.8,2
1,2019,29990,0,6300,2,135,113,1.5
9,2019,34490,0,5730,1,145,34,2
8,2017,19990,2,32000,0,125,57.6,2
2,2018,21990,2,8426,1,145,48.7,2
3,2018,21990,2,20611,0,145,60.1,2
2,2019,30950,2,7586,1,145,41.5,2
10,2020,45991,2,120,0,150,48.7,3
9,2019,36981,2,4497,1,150,34,2
2,2014,14882,2,63820,0,165,49.6,3
2,2019,35990,0,6393,0,145,52.3,2
2,2019,29990,0,7337,0,145,52.3,2
0,2019,33990,0,9599,1,145,34.5,2
2,2019,32990,0,9892,0,145,48.7,2
0,2019,31990,0,4920,1,145,34.5,2
2,2019,39390,0,8945,0,145,43.5,3
3,2019,30990,0,9897,0,145,53.3,3
3,2020,26990,2,7,1,145,48.7,2
2,2020,34990,2,4100,1,145,41.5,2
0,2017,16790,1,15468,1,145,46.3,2
2,2020,36990,2,2475,1,145,40.4,2
12,2017,34990,0,27044,0,145,47.1,3
0,2020,32995,2,5,0,145,48.7,2
2,2014,13441,1,38000,0,30,61.4,2
2,2014,14522,2,67000,0,125,58.9,2
1,2016,13522,1,53207,0,20,68.9,1.5
10,2016,20931,2,38489,0,145,54.3,2
1,2019,19870,1,123,1,145,42.8,1.5
10,2019,34882,2,6000,1,145,30.4,2
1,2017,14690,2,24997,0,20,68.9,2
0,2015,10690,1,61676,0,20,70.6,2
2,2019,33990,2,9598,0,150,47.9,3
0,2019,22890,1,5463,1,150,41.5,1.5
0,2019,22890,1,5842,1,150,41.5,1.5
0,2019,22890,1,11506,1,150,41.5,1.5
12,2019,51990,2,9607,1,150,27.2,3
8,2019,27490,2,5742,1,150,48.7,2
10,2019,38950,2,3290,0,150,54.3,2
0,2019,22500,1,7781,1,150,41.5,1.5
2,2019,42995,0,1606,1,145,34.9,3
4,2020,30995,2,999,2,145,49.6,2
10,2020,35995,2,4373,0,145,54.3,2
3,2020,26750,2,2986,0,150,65.7,2
1,2020,27500,2,1086,1,150,42.2,1.5
8,2019,26000,2,2400,0,150,60.1,2
0,2019,20750,1,4619,1,150,44.1,1.5
2,2019,33250,2,8496,0,145,47.9,3
1,2020,19500,0,5746,1,150,42.2,1.5
0,2016,14250,1,18372,1,125,52.3,1.5
10,2019,36500,2,7503,1,150,34.5,3
2,2015,12999,2,45191,0,125,58.9,2
0,2017,13888,1,40014,0,20,70.6,1.5
2,2019,32888,0,13136,1,145,42.2,2
4,2019,34888,0,948,0,145,55.4,2
0,2019,28888,0,999,0,145,48.7,2
13,2020,69995,2,999,0,145,34.9,3
2,2019,29888,1,2454,0,145,54.3,2
3,2019,29888,1,999,1,145,46.3,2
1,2016,11495,1,26883,1,125,52.3,1.5
5,2016,22990,2,21654,0,200,49.6,3
0,2016,11725,1,32000,0,20,72.4,1.5
8,2017,21500,0,25100,0,145,57.6,2
1,2016,10400,1,72890,1,125,53.3,1.5
2,2019,26450,2,2754,0,150,52.3,2
2,2019,27450,2,7491,1,150,41.5,2
